time,counts_per_min,n_obs,temp_roll_med,pres_roll_med
2026-02-28 04:06:00,199.0,199.0,25.255000000000003,898.203
2026-02-28 04:07:00,200.0,200.0,25.26,898.20195
2026-02-28 04:08:00,174.0,174.0,25.265,898.2004
2026-02-28 04:09:00,179.0,179.0,25.275,898.1983
2026-02-28 04:10:00,190.0,190.0,25.285,898.19695
2026-02-28 04:11:00,180.0,180.0,25.29,898.1951999999999
2026-02-28 04:12:00,202.0,202.0,25.295,898.1936499999999
2026-02-28 04:13:00,178.0,178.0,25.3,898.1936499999999
2026-02-28 04:14:00,194.0,194.0,25.305,898.1936499999999
2026-02-28 04:15:00,174.0,174.0,25.314999999999998,898.1936499999999
2026-02-28 04:16:00,194.0,194.0,25.325,898.1936499999999
2026-02-28 04:17:00,185.0,185.0,25.33,898.1947
2026-02-28 04:18:00,190.0,190.0,25.335,898.19785
2026-02-28 04:19:00,213.0,213.0,25.345,898.2012500000001
2026-02-28 04:20:00,186.0,186.0,25.35,898.20285
2026-02-28 04:21:00,226.0,226.0,25.35,898.20515
2026-02-28 04:22:00,204.0,204.0,25.35,898.2073
2026-02-28 04:23:00,204.0,204.0,25.35,898.2081499999999
2026-02-28 04:24:00,201.0,201.0,25.35,898.2107
2026-02-28 04:25:00,231.0,231.0,25.345,898.2153000000001
2026-02-28 04:26:00,178.0,178.0,25.335,898.2195
2026-02-28 04:27:00,199.0,199.0,25.325,898.2244000000001
2026-02-28 04:28:00,183.0,183.0,25.314999999999998,898.2280000000001
2026-02-28 04:29:00,182.0,182.0,25.305,898.2289000000001
2026-02-28 04:30:00,213.0,213.0,25.295,898.2305000000001
2026-02-28 04:31:00,191.0,191.0,25.285,898.2314
2026-02-28 04:32:00,221.0,221.0,25.275,898.2323000000001
2026-02-28 04:33:00,197.0,197.0,25.265,898.2341000000001
2026-02-28 04:34:00,207.0,207.0,25.255000000000003,898.2368
2026-02-28 04:35:00,177.0,177.0,25.244999999999997,898.23915
2026-02-28 04:36:00,204.0,204.0,25.235,898.2408
2026-02-28 04:37:00,217.0,217.0,25.22,898.2420500000001
2026-02-28 04:38:00,198.0,198.0,25.205,898.2425000000001
2026-02-28 04:39:00,207.0,207.0,25.195,898.2428
2026-02-28 04:40:00,213.0,213.0,25.185000000000002,898.243
2026-02-28 04:41:00,194.0,194.0,25.175,898.2447
2026-02-28 04:42:00,193.0,193.0,25.165,898.2463
2026-02-28 04:43:00,205.0,205.0,25.155,898.24755
2026-02-28 04:44:00,210.0,210.0,25.15,898.2502
2026-02-28 04:45:00,195.0,195.0,25.145,898.2545500000001
2026-02-28 04:46:00,197.0,197.0,25.14,898.2588000000001
2026-02-28 04:47:00,176.0,176.0,25.14,898.2627
2026-02-28 04:48:00,217.0,217.0,25.14,898.26675
2026-02-28 04:49:00,194.0,194.0,25.134999999999998,898.2695000000001
2026-02-28 04:50:00,181.0,181.0,25.13,898.2719
2026-02-28 04:51:00,187.0,187.0,25.125,898.274
2026-02-28 04:52:00,186.0,186.0,25.115000000000002,898.27635
2026-02-28 04:53:00,212.0,212.0,25.11,898.27985
2026-02-28 04:54:00,188.0,188.0,25.105,898.2838
2026-02-28 04:55:00,181.0,181.0,25.095,898.2864
2026-02-28 04:56:00,181.0,181.0,25.085,898.2918500000001
2026-02-28 04:57:00,205.0,205.0,25.07,898.30045
2026-02-28 04:58:00,208.0,208.0,25.055,898.3089499999999
2026-02-28 04:59:00,205.0,205.0,25.04,898.319
2026-02-28 05:00:00,217.0,217.0,25.025,898.3269499999999
2026-02-28 05:01:00,188.0,188.0,25.02,898.3331499999999
2026-02-28 05:02:00,191.0,191.0,25.015,898.3424
2026-02-28 05:03:00,189.0,189.0,25.005000000000003,898.3523
2026-02-28 05:04:00,226.0,226.0,24.994999999999997,898.3624000000001
2026-02-28 05:05:00,180.0,180.0,24.985,898.37395
2026-02-28 05:06:00,204.0,204.0,24.975,898.3860999999999
2026-02-28 05:07:00,165.0,165.0,24.965,898.39915
2026-02-28 05:08:00,184.0,184.0,24.950000000000003,898.4119000000001
2026-02-28 05:09:00,229.0,229.0,24.93,898.4249500000001
2026-02-28 05:10:00,192.0,192.0,24.915,898.4393
2026-02-28 05:11:00,190.0,190.0,24.905,898.4529
2026-02-28 05:12:00,188.0,188.0,24.895,898.4657500000001
2026-02-28 05:13:00,195.0,195.0,24.884999999999998,898.4792500000001
2026-02-28 05:14:00,205.0,205.0,24.875,898.4909
2026-02-28 05:15:00,188.0,188.0,24.86,898.5021
2026-02-28 05:16:00,215.0,215.0,24.845,898.5146
2026-02-28 05:17:00,198.0,198.0,24.83,898.5268
2026-02-28 05:18:00,193.0,193.0,24.814999999999998,898.5396499999999
2026-02-28 05:19:00,194.0,194.0,24.805,898.5505
2026-02-28 05:20:00,192.0,192.0,24.795,898.5606
2026-02-28 05:21:00,190.0,190.0,24.785,898.5708
2026-02-28 05:22:00,201.0,201.0,24.785,898.58125
2026-02-28 05:23:00,207.0,207.0,24.785,898.5939
2026-02-28 05:24:00,221.0,221.0,24.785,898.60625
2026-02-28 05:25:00,197.0,197.0,24.785,898.61915
2026-02-28 05:26:00,203.0,203.0,24.785,898.62995
2026-02-28 05:27:00,200.0,200.0,24.795,898.63975
2026-02-28 05:28:00,191.0,191.0,24.805,898.65245
2026-02-28 05:29:00,181.0,181.0,24.814999999999998,898.6639
2026-02-28 05:30:00,202.0,202.0,24.82,898.6747
2026-02-28 05:31:00,197.0,197.0,24.82,898.6876
2026-02-28 05:32:00,213.0,213.0,24.82,898.6975
2026-02-28 05:33:00,198.0,198.0,24.82,898.7072000000001
2026-02-28 05:34:00,222.0,222.0,24.82,898.7193500000001
2026-02-28 05:35:00,212.0,212.0,24.825,898.7311500000001
2026-02-28 05:36:00,197.0,197.0,24.825,898.74215
2026-02-28 05:37:00,196.0,196.0,24.825,898.75205
2026-02-28 05:38:00,207.0,207.0,24.825,898.7616
2026-02-28 05:39:00,217.0,217.0,24.825,898.77335
2026-02-28 05:40:00,217.0,217.0,24.835,898.7876
2026-02-28 05:41:00,199.0,199.0,24.84,898.79905
2026-02-28 05:42:00,197.0,197.0,24.845,898.8081999999999
2026-02-28 05:43:00,204.0,204.0,24.85,898.8198
2026-02-28 05:44:00,188.0,188.0,24.855,898.8314499999999
2026-02-28 05:45:00,230.0,230.0,24.865000000000002,898.84285
2026-02-28 05:46:00,204.0,204.0,24.875,898.8535
2026-02-28 05:47:00,200.0,200.0,24.89,898.8628000000001
2026-02-28 05:48:00,218.0,218.0,24.905,898.87165
2026-02-28 05:49:00,184.0,184.0,24.915,898.8811499999999
2026-02-28 05:50:00,199.0,199.0,24.93,898.8891000000001
2026-02-28 05:51:00,209.0,209.0,24.945,898.8921
2026-02-28 05:52:00,178.0,178.0,24.96,898.8988
2026-02-28 05:53:00,211.0,211.0,24.979999999999997,898.90715
2026-02-28 05:54:00,210.0,210.0,24.994999999999997,898.9142000000002
2026-02-28 05:55:00,192.0,192.0,25.005000000000003,898.9244000000001
2026-02-28 05:56:00,192.0,192.0,25.020000000000003,898.93625
2026-02-28 05:57:00,209.0,209.0,25.035,898.94945
2026-02-28 05:58:00,203.0,203.0,25.049999999999997,898.9612999999999
2026-02-28 05:59:00,189.0,189.0,25.07,898.97155
2026-02-28 06:00:00,189.0,189.0,25.09,898.9843000000001
2026-02-28 06:01:00,179.0,179.0,25.105,898.9976
2026-02-28 06:02:00,223.0,223.0,25.119999999999997,899.01075
2026-02-28 06:03:00,203.0,203.0,25.134999999999998,899.0228500000001
2026-02-28 06:04:00,192.0,192.0,25.15,899.03545
2026-02-28 06:05:00,211.0,211.0,25.165,899.0488499999999
2026-02-28 06:06:00,204.0,204.0,25.175,899.06055
2026-02-28 06:07:00,194.0,194.0,25.18,899.0710000000001
2026-02-28 06:08:00,206.0,206.0,25.185000000000002,899.0809
2026-02-28 06:09:00,208.0,208.0,25.19,899.09315
2026-02-28 06:10:00,172.0,172.0,25.19,899.1062000000001
2026-02-28 06:11:00,177.0,177.0,25.19,899.1182
2026-02-28 06:12:00,214.0,214.0,25.19,899.1297500000001
2026-02-28 06:13:00,200.0,200.0,25.19,899.1425
2026-02-28 06:14:00,186.0,186.0,25.185000000000002,899.1539
2026-02-28 06:15:00,155.0,155.0,25.18,899.16405
